plz1;plz2;Distanz_convert_in_km
19348;73492;483.275
50735;95671;408.411
45883;97654;251.949
26931;50767;267.617
48720;79312;436.033
37197;88487;386.52
56220;96146;260.515
13359;24238;273.649
38271;93345;382.827
42287;94538;520.367
06255;47802;361.827
36452;65451;133.096
06786;54314;475.672
42653;94533;502.735
28199;35581;279.955
56587;78343;335.641
94579;96158;207.854
06800;81677;397.618
67551;95158;269.953
26131;35080;263.086
22763;22955;29.45
10783;75180;523.6
39118;54470;399.703
21073;26899;186.202
34212;82444;408.77
09128;55626;414.954
17159;92318;524.153
17159;49419;320.376
46399;66862;283.357
16868;89608;551.233
78112;83624;249.579
55490;86633;298.316
14793;86869;492.337
87437;88094;64.9575
02829;06249;218.75
27249;97218;333.674
09113;91781;246.51
04938;80805;401.349
97539;99631;141.577
17459;57555;545.542
02826;24960;548.067
45968;88069;5.30813e+009
04874;10179;119.171
39624;96155;319.795
24992;81735;742.813
24116;51645;408.469
72666;98553;240.028
24366;30459;243.045
55430;67473;83.6685
48619;88433;479.989
17373;23683;219.404
03246;34260;292.61
47803;73553;357.236
01474;64711;381.68
67549;76297;61.5021
31700;96479;257.877
31712;91322;334.538
35119;85135;278.911
14656;23867;231.048
75397;90537;189.451
28277;60437;316.282
29351;32825;118.345
82491;96199;284.601
03054;04463;144.796
48485;72362;470.536
01723;08294;69.8949
14641;47138;434.288
46487;86167;481.164
71106;76307;38.9667
22767;97262;403.504
10585;59368;399.702
46284;97244;310.496
24638;59329;296.572
53507;92648;390.775
24217;73092;640.409
20357;91487;432.396
55237;88489;229.752
28757;72070;518.743
25795;85386;685.663
45883;67459;255.913
72401;95491;253.631
04610;85452;311.505
63110;85551;291.753
33659;73574;360.471
22851;28327;102.376
09638;23968;368.427
56072;94505;419.647
20537;33178;228.202
12679;42287;459.196
45133;68766;255.844
21261;47669;312.171
17087;34302;375.887
54346;93101;404.358
36456;91468;132.718
30890;87784;482.676
63477;73557;162.237
76344;85129;235.987
79286;96117;305.011
38542;86868;474.991
23970;52382;480.47
17491;30916;298.534
06237;67159;339.371
24626;73277;608.387
64331;84107;287.843
29352;74838;349.295
58507;94559;453.068
08223;92706;96.7714
37635;68794;309.876
29361;96135;316.652
20099;91623;477.572
29352;41469;276.235
10823;84082;419.361
13349;78266;634.689
28857;86692;499.053
07919;79424;439.131
74357;91334;152.893
65934;74232;126.095
07619;24118;387.235
54470;98597;250.167
38556;63633;254.741
19067;71131;601.689
08261;27478;452.824
25575;27777;136.407
76139;82436;246.349
83209;93164;140.04
18442;67433;640.15
13129;77889;581.035
25791;98746;431.354
55232;91480;176.039
09636;56307;402.89
08248;77839;372.06
01833;86641;345.441
35039;54411;180.634
16833;96120;348.358
20537;36419;316.788
56642;91460;244.772
03238;56368;430.431
19348;54346;511.154
21789;73111;561.287
77836;88709;149.207
01239;96365;173.961
74074;85298;174.885
18276;73770;599.059
79110;84431;337.13
55130;75236;116.609
45128;84419;518.222
26349;26723;75.517
46537;65199;193.925
25840;98660;446.451
79112;94327;382.71
38327;69115;330.835
49084;55218;256.472
21423;86833;583.499
15838;97072;359.186
67071;74542;107.952
24790;29479;163.865
19273;82438;632.763
24625;59439;336.747
19370;86199;572.71
10707;21644;270.862
24161;94481;658.611
36100;64342;119.495
17149;48329;502.548
42551;60439;172.047
14050;35232;375.348
01983;67136;470.813
74706;84082;224.153
01993;31559;324.324
34233;74928;233.578
79597;85748;305.958
36166;77770;279.776
29578;76473;482.013
34119;47269;185.867
85307;85406;15.0075
08124;32339;328.265
07768;29593;256.654
17406;91805;596.884
09358;44263;374.306
30169;75305;402.16
45739;79183;401.137
72365;89129;101.732
39264;94036;391.34
09322;16230;226.215
26901;95505;443.131
16567;85614;523.087
66885;83134;393.231
49835;97797;318.275
34474;40470;153.887
10555;16928;101.836
17406;74921;614.551
09430;32791;328.543
18181;75233;649.07
88361;95173;312.259
38104;93309;385.826
44791;74372;308.159
86703;96154;111.812
63303;83308;356.688
48612;84543;572.256
04205;85413;309.679
38875;97645;147.278
83242;88718;243.615
77731;84533;368.228
24944;58339;417.012
01920;69256;437.281
64291;71640;120.421
71546;87544;175.221
67169;74235;87.2487
84518;92281;177.405
37124;94351;350.546
74081;81476;204.723
97246;98711;114.101
10715;89353;486.764
49084;91338;368.198
10405;61440;426.399
72178;72810;38.2949
65439;97903;70.1562
72119;99834;281.597
51147;85276;408.577
72555;85406;183.259
50823;90765;331.525
01189;48531;480.433
71277;92655;229.729
27612;45470;255.622
65589;86514;302.506
49186;74564;364.531
01069;21441;349.223
30827;60596;269.288
27474;38114;214.16
31085;67363;323.376
21776;93170;567.174
35329;98704;132.818
57271;96193;229.36
82515;97234;230.013
64759;74579;100.493
04299;37186;185.192
85139;96170;129.134
55130;85113;252.492
72145;94447;297.076
01689;73550;380.824
67105;77871;90.9404
09246;32457;306.499
75305;76327;18.7205
89619;95491;222.667
26605;95369;460.026
23779;91315;513.373
24623;74072;541.174
22527;24107;82.9408
88316;98639;325.994
37139;57080;146.542
06295;24354;356.559
54451;97228;246.894
10785;67716;532.767
37520;38259;39.7597
34308;67756;221.495
41462;97525;287.973
29221;35686;246.932
45475;94505;513.653
06800;49770;340.264
49696;72461;518.511
79848;97836;244.06
26188;64342;376.952
85368;98673;229.614
54331;79288;199.781
38690;65344;270.911
12053;88457;545.676
78056;86926;186.083
79423;82282;265.673
33609;91481;300.848
82402;95494;231.898
23899;37083;234.572
39629;86748;422.047
21258;60435;356.766
24963;70567;660.922
84089;85658;77.711
70734;93102;227.386
21775;50676;335.59
24232;59348;341.65
18106;54292;608.8
01558;79232;548.08
74831;84140;263.458
56068;91631;221.091
06464;71149;406.505
75337;98599;281.346
72661;74074;62.0368
30451;79348;484.424
31683;53505;245.872
14469;21256;232.973
18181;34516;408.779
31091;86842;441.481
28816;85123;517.494
38384;96247;211.908
15306;92542;371.714
35586;57539;57.6777
04420;42107;352.756
37242;83308;406.66
17440;53757;574.693
60598;66126;155.858
21784;63075;409.472
65326;76669;122.151
47053;50829;50.3731
87733;88142;70.549
01809;07749;156.452
37699;82290;416.717
66359;99976;333.922
39116;86928;457.023
55232;69123;52.7905
12437;21449;235.819
04229;57612;336.221
27624;92526;521.707
22848;53113;381.32
32756;88213;466.474
26655;37124;238.635
06861;53175;377.337
36286;94330;317.713
54332;56294;85.0538
26121;74249;436.683
56271;93049;359.321
29379;96476;259.505
09599;88276;438.376
16775;67547;504.093
40239;95707;397.891
74538;79592;220.562
31691;55777;329.546
22303;71540;514.666
09322;94146;242.689
40472;71577;314.744
33619;95497;319.656
72369;86655;157.377
56307;82499;431.243
42115;97461;271.683
47798;83026;558.511
40789;85098;421.053
35708;83132;433.83
02794;17194;328.031
76698;95126;263.281
06130;06849;42.6089
46284;96487;322.054
31609;85088;471.143
38173;83556;480.828
45549;52499;88.1846
28777;97996;434.723
22143;24625;58.839
56203;89077;281.556
31224;99974;120.862
32339;79241;485.279
39517;79400;602.809
72818;91355;212.975
35764;55288;90.471
01309;88214;476.21
03226;67701;513.356
07580;25873;451.936
29587;97283;391.417
24863;84558;740.25
24616;48727;279.993
19372;36457;311.248
22850;96224;404.492
24885;66119;627.625
07929;55606;314.321
34270;99089;122.225
39599;54306;465.312
50996;86486;381.76
31867;86316;449.076
49844;86482;522.751
68799;96182;181.865
59073;74076;301.369
08267;88284;341.693
25491;68519;456.958
72369;93449;318.236
23758;29485;157.146
21033;94333;544.739
26388;73431;549.204
07952;50321;362.127
10779;41751;501.998
24620;67754;531.657
72517;72639;54.2128
51766;80797;433.16
31032;74936;320.849
60438;69115;86.3378
65326;67305;81.4709
76297;93189;281.965
96157;96269;47.8392
18565;26907;425.02
70329;81829;192.592
25873;44147;344.741
06780;84333;347.769
14469;73527;461.316
54486;68309;116.79
61273;91249;233.157
17255;68623;510.901
19412;44803;389.758
29323;63920;326.17
40629;84561;545.298
45657;68649;230.591
06130;35039;235.692
10557;27753;325.438
17398;63589;509.581
46236;89584;411.275
19086;21781;164.032
21220;55566;428.712
24894;50667;445.666
31621;73650;428.959
42349;85570;477.933
22419;31675;166.114
38165;94359;387.605
09456;86984;361.179
12105;45356;452.047
24647;68229;524.134
06844;73099;393.111
21529;33609;199.106
09573;72172;422.987
63820;72178;156.528
17509;21680;277.329
74626;91744;75.3079
76356;91462;171.216
21483;86482;559.333
36103;63505;44.454
38895;77830;405.188
67752;97337;182.689
10553;29479;163.743
33617;87751;457.089
29392;98667;232.013
79331;89347;183.627
04289;79261;474.803
36142;83137;336.638
79102;94094;397.625
14557;63633;338.565
10781;95028;260.696
56867;83278;463.248
40878;88131;462.154
17168;67273;574.491
64839;89197;172.988
48683;79183;452.362
25860;67742;553.288
46419;72364;443.241
49779;94137;646.76
21409;87775;562.954
38477;97729;268.339
27809;75181;475.626
14641;94557;428.652
56856;99192;281.223
44623;67146;246.081
14823;77731;516.613
39164;42929;309.316
17154;45359;474.555
19057;80802;611.386
28717;76833;439.484
45721;86678;435.774
97082;99636;189.677
19077;31707;207.571
47608;56294;159.839
36132;48712;234.665
37308;78357;389.37
82290;88709;149.814
13505;34286;293.827
16559;96269;344.845
65344;99831;185.617
09350;10557;203.756
01734;88214;462.283
38329;85653;470.776
23629;91456;489.007
37293;57555;154.637
30657;78664;481.629
33165;94505;414.42
85413;87785;131.956
85386;85414;18.2291
09509;33333;364.055
34613;94353;329.168
27632;82436;689.068
04205;06408;59.9084
31785;84434;454.031
31008;33649;87.0942
55608;88636;257.426
64295;83131;352.487
07629;97516;152.837
88285;95192;330.684
34233;71134;304.308
49777;89233;524.454
04600;78554;419.99
02979;14712;189.401
48499;73098;430.885
75045;84103;274.474
35418;86519;281.069
96132;99988;157.823
22523;61440;390.214
30826;97769;240.329
38300;54424;365.61
02956;95234;250.527
56856;65346;62.0592
72229;74255;100.63
44269;87659;486.051
55566;71579;158.474
71696;89293;111.807
06628;77876;382.433
80637;84576;79.9786
47608;86926;513.398
29389;47800;325.68
06901;67757;434.518
18374;88178;782.721
54654;96224;340.999
82343;92361;142.361
39539;67699;476.936
70186;84152;236.452
72766;91580;140.162
36329;77709;273.157
67735;72145;150.849
75173;86692;165.797
60549;93138;272.795
01744;81377;346.535
08340;15859;203.481
86863;92339;106.149
44625;71640;325.328
54578;77880;212.864
61440;75045;132.117
12051;51109;469.71
18437;99427;384.623
26131;97450;370.525
09575;55576;389.007
84140;92715;147.707
65474;94110;420.312
15738;45329;463.033
66359;82340;360.299
37296;40764;217.789
04289;96486;148.326
06792;96242;173.107
26969;93102;583.935
54526;83052;445.626
40489;83355;568.799
10969;22337;256.841
46487;85591;546.608
78579;99958;371.19
24819;92552;553.296
10437;74357;495.519
56338;75389;190.009
26219;35586;273.207
44369;87642;502.338
31033;73257;374.23
39249;85256;402.052
40237;91804;400.7
18461;27476;279.072
91637;95236;146.512
30163;40211;241.346
15320;93354;461.177
72535;93057;192.432
14929;92277;317.561
73765;80539;180.517
12159;76476;539.465
36132;94265;299.345
33604;97947;279.471
31749;92706;358.538
33397;94118;507.792
13159;22393;247.207
44534;76706;281.314
01474;61350;387.677
87463;97337;220.86
01827;86935;403.575
25923;74589;637.348
56812;78224;292.645
56249;81673;392.154
37355;90579;210.633
29574;94265;481.979
37242;93492;280.678
61449;87672;319.559
24223;41469;421.433
91166;91183;7.87922
08124;97513;167.983
19067;93453;505.071
86923;91622;158.683
77966;88515;118.804
27339;97486;341.481
33034;66763;313.555
35327;84416;327.95
44789;84152;481.464
36433;80802;312.171
08324;09337;32.6672
97072;97725;38.4104
13355;39120;129.941
85391;97724;229.975
78166;84347;334.91
21371;67826;437.883
97337;99448;139.035
28757;95695;452.411
37642;68165;281.151
33335;73547;358.477
04618;21255;325.174
24220;95233;458.132
66663;93466;445.999
65183;83674;360.906
08267;65589;308.977
71334;76456;78.7225
37699;83556;461.592
25582;95367;459.683
48366;79238;462.821
48496;92355;451.309
36142;92249;171.146
17235;24893;260.658
22885;30855;127.536
03205;24816;396.576
86679;97843;186.618
67125;97647;177.481
26810;53175;273.648
15230;84565;486.131
83620;86853;86.2312
35582;58769;107.976
67575;67677;45.7383
37355;56766;274.986
67473;79104;153.125
63853;85129;215.294
23684;92360;542.38
10781;84428;472.063
47669;54584;119.083
04430;82293;354.397
08239;63931;245.725
67459;87527;252.094
71384;91327;176.67
90419;96515;102.898
34621;82205;346.074
12487;73278;505.549
86854;94143;235.593
55413;83126;406.23
59969;83308;446.221
65629;95491;248.374
08399;68642;329.828
64757;86462;181.711
67141;99752;274.001
07589;92670;114.718
12349;29229;226.361
08468;64757;273.054
47475;49497;124.945
31613;35091;203.809
20249;91720;497.118
17248;54585;537.287
10585;65199;448.199
81829;95691;221.727
53117;79102;313.341
34346;54472;252.08
24306;67363;568.089
79771;86672;212.281
17419;88239;755.039
80809;92721;180.141
52499;73527;348.998
37079;84529;440.769
58642;83676;502.457
40723;79241;349.032
25469;37299;279.831
73095;90768;134.695
59067;79111;409.021
34633;41836;223.319
45884;82383;498.601
57439;67133;184.216
27313;99448;258.622
08267;94532;190.793
14789;24539;244.688
02959;21218;372.405
17159;27616;270.351
24537;58091;349.767
35690;82194;361.08
63633;75378;184.175
38279;89423;389.911
37339;48157;193.742
01587;18146;328.417
01738;74831;357.907
08432;45669;380.286
34289;79280;394.623
18439;38820;298.294
74924;91552;114.754
89561;91465;91.1847
12305;21745;318.864
22335;33100;226.515
24960;32699;306.779
03197;71296;527.512
74869;88677;188.077
14193;48153;387.314
18516;89361;653.244
01609;32105;332.44
48465;90592;438.537
24401;99765;364.659
50354;67361;204.854
01900;51377;487.579
04741;85139;280.361
83561;95700;214.695
09232;21527;329.209
66955;77871;70.8727
42699;97234;259.252
24976;67549;573.454
55585;83367;423.247
21723;41352;336.746
34508;73271;301.987
09394;86845;312.269
66953;79256;141.54
10825;63856;399.538
25791;86941;696.321
47798;79241;373.298
49809;68809;368.457
02782;38461;305.444
52074;78056;353.453
63872;83329;331.964
60489;97469;120.839
16341;87648;578.145
24361;87662;727.741
04571;86830;356.119
65599;72655;231.922
17491;21395;212.764
33602;73663;358.786
12163;73728;502.005
66500;92249;324.615
06679;94532;283.13
47803;67159;242.834
31174;97475;241.505
54634;63773;189.393
06425;83355;434.008
25718;65195;436.978
84478;85586;45.7946
39418;80637;409.124
06749;96106;204.52
64653;66879;77.3072
67304;89362;207.428
41462;92348;398.226
67472;91589;173.984
17091;78570;692.995
13507;91792;423.623
44649;82290;473.578
86920;87719;31.3332
54687;69412;206.771
49084;79110;473.785
30823;95361;290.852
06128;56575;335.687
06647;78345;431.201
15754;83547;477.844
19376;67724;509.637
64739;84175;289.536
02828;15831;169.768
25855;76227;625.855
33184;78343;451.261
23883;52379;435.278
38835;99885;132.168
60320;87547;300.704
64743;74579;106.021
74374;96472;206.956
29336;96465;257.859
17358;73547;616.633
07646;81479;308.433
25868;79292;722.604
30826;54290;364.555
31088;47625;254.995
52353;59394;125.915
67059;94249;342.327
01471;34320;289.495
48612;51069;124.713
02796;23749;451.24
46119;93170;466.212
45711;73037;369.212
15732;72280;562.152
35075;61130;63.6609
09477;86947;312.175
23974;49844;315.362
56743;78345;320.046
66265;92439;387.089
06246;38102;134.19
80469;88149;158.55
67813;97225;139.082
87488;94344;214.139
39317;76779;466.365
65527;79597;283.405
07768;74072;249.252
08309;94518;179.783
48151;70734;369.544
34134;91589;236.799
58119;92289;372.831
09405;92334;215.935
29473;75223;491.119
66851;77787;112.612
51789;73565;293.581
04874;95182;153.874
07570;26427;438.108
86736;97289;116.514
72348;91227;225.635
38126;91587;311.227
79599;83734;312.491
24119;45470;389.378
81739;86978;62.3487
12689;86807;543.697
45529;72770;353.929
21261;91207;425.686
50733;66333;194.533
39345;76694;403.299
53539;85459;421.487
83556;84082;88.3597
18334;60487;522.247
58802;86163;399.51
06846;97247;260.382
58809;80634;438.453
16831;36155;264.325
36277;92539;242.779
31683;45357;175.307
63828;74172;101.83
25377;97486;415.927
54524;74589;245.305
73614;86842;115.708
56579;56858;55.0313
21763;49844;164.451
28329;79232;563.603
74226;94121;324.297
01445;67310;432.824
22089;83355;660.637
15838;75057;470.996
24863;44867;360.154
82284;82285;11.9255
70374;95168;248.754
16321;61137;429.563
67744;75181;121.492
41472;77704;310.592
33161;60388;186.693
35689;94474;422.2
08396;25797;437.839
39116;63639;264.401
45701;63801;224.863
18230;22115;118.67
51107;92249;365.684
27252;88263;550.864
67487;86381;205.927
75397;88486;116.192
18551;88074;811.75
06528;54610;361.081
50999;72369;319.973
55129;95176;258.004
35625;95355;214.109
15518;80339;507.551
07768;95496;101.594
04849;21729;336.663
35796;47799;156.578
59192;86753;377.106
39524;53125;412.223
83483;96361;330.53
27248;99759;196.77
01187;73207;400.365
09249;85053;260.955
01277;54421;513.812
04688;14627;143.291
48145;83708;564.811
09112;22307;364.823
40625;49594;159.624
45470;96146;340.369
29683;44628;226.764
17219;34621;377.476
06255;96450;135.771
48308;91613;336.807
27339;29574;99.1118
87773;87781;13.447
74232;77723;118.982
36320;76327;202.585
76846;77933;94.5266
35083;67823;149.813
01847;72393;461.482
24784;55765;542.958
26382;76187;498.697
66482;85301;321.346
84568;86830;141.471
45309;52351;85.3703
45888;85080;426.802
23617;78713;651.839
40472;94145;563.805
31867;83670;523.082
22043;56472;355.43
50170;85598;484.88
41239;94541;548.915
67817;82166;306.662
56587;75210;198.844
34439;82299;414.953
72820;85622;191.283
06618;29303;225.755
59174;85748;467.844
44652;91805;384.126
18195;96182;459.64
